M4 logit (natural),M4 logit (balanced),M4 logit (smote),RF (natural),RF (balanced),GBM (natural),XGB (natural),XGB (scale_pos_weight)
0.17995492579977887,0.6087729047959702,0.4608286299402593,0.24138427870123108,0.45413468920388533,0.4531237494714824,0.3685271665453911,0.6022302746772766
0.093569352170885,0.40211597389605486,0.3210079609862487,0.15250821273388618,0.29979436825384637,0.07963358642065967,0.08856333047151566,0.16218654587864875
0.14265115473467296,0.5052332744909112,0.4217762159298699,0.1346925667411199,0.2699843298610629,0.06949895539089464,0.1280177442356944,0.2533901408314705
0.40235474300251195,0.6991079892490422,0.7921958862048025,0.30886720930538814,0.5900173516653358,0.6855049631622422,0.5353753656148911,0.7727674901485443
0.22276723740709067,0.494655746222152,0.6078945354972468,0.1651652865465023,0.4199919741225574,0.1071968727054771,0.09721289873123169,0.27565384954214095
0.09956183303555115,0.42926693607369576,0.2910415840506221,0.0689503776000261,0.22890061781301493,0.06322281939744297,0.05143546424806118,0.1469565112143755
0.11885428143998253,0.4866674695722229,0.33322265443335425,0.11744585286311608,0.3380076852312037,0.09463617615404972,0.07827981300652027,0.19445568993687629
0.26550004244425984,0.6886744037849978,0.6574328857391353,0.18054314354149184,0.35213232488105295,0.05734540097452913,0.07845910079777241,0.1554008461534977
0.17119194793468326,0.6354201521419045,0.5030020124829531,0.2358865750610642,0.3967140725244239,0.08309258867542027,0.12415713667869568,0.1677994415163994
0.20398779409507695,0.4847766432014483,0.6013830151891089,0.12675743634578804,0.35015669961733226,0.12729948493794066,0.12743765190243722,0.3802360311150551
0.21047942397176791,0.6544259542554142,0.6215710400981076,0.22487804690253932,0.4420872647639902,0.11233414099701093,0.12334153987467289,0.3435375988483429
0.08310618384607812,0.26155329928032023,0.26355865880218,0.09602302398290755,0.18177082375788842,0.03064610031123897,0.033254440408200026,0.05415212940424681
0.06764956268135594,0.23138121061886235,0.2533654019927115,0.13523388072004164,0.23570236906597036,0.10180686512122614,0.1879283644258976,0.25307767391204833
0.08463552461118462,0.22433031957231947,0.29842688726578925,0.13487963249265528,0.24087211112391754,0.029028137921929535,0.04239417016506195,0.05522291827946901
0.235917253643608,0.5348275480179557,0.6150222898684632,0.20755620642972192,0.3675622785791322,0.12678784675562813,0.14459790512919427,0.4028736621141434
0.29601068531524344,0.5861364333736269,0.6843177472907295,0.2798735425991108,0.5590562324116414,0.3388412911784231,0.3246878385543823,0.6550386726856232
0.14365216802002304,0.5252508355756333,0.4077075783219458,0.09445461589246965,0.27803678657705866,0.09308968275698845,0.1294916935265064,0.3426083385944366
0.19515587830466904,0.47793558599563035,0.5598233158557757,0.14911051608526832,0.3815811920266711,0.21525482080579236,0.2107923410832882,0.46890172064304353
0.14690719410821285,0.590052398190404,0.3839900081181543,0.16612721459389504,0.3474785421567351,0.12231924701937924,0.12439999207854271,0.26066332310438156
0.16009834300045106,0.5502555926065671,0.4733980492682962,0.27184994093712744,0.47602590006599826,0.29891291579816953,0.20627292096614838,0.4697244793176651
0.11658927084254293,0.4785995386571174,0.3692196650356531,0.1263483013972874,0.3416420505748653,0.09739680913605916,0.09870576784014702,0.3047828942537308
0.09707899494970988,0.4493697977030197,0.28066985980628417,0.13391648465715134,0.3435140928001232,0.17213647606694438,0.10693825483322143,0.3155684344470501
0.10573715934746877,0.4294180913724315,0.3152587739527043,0.100137599371165,0.2859584102792357,0.10194688979505857,0.1096729088574648,0.28741190731525423
0.2058952995766939,0.6527209262642681,0.5468665920376291,0.3104196158525283,0.5287290521029359,0.1664852664383883,0.28225856870412824,0.554406026005745
0.07741343643252713,0.38131940198487907,0.2430208556916099,0.07139550228070232,0.232010050121828,0.06577387179131473,0.08472117218188942,0.23498786631971597
0.23019014501127238,0.4638406662953873,0.636497236311635,0.23483899506485434,0.4830157007144642,0.2213694232184195,0.21309922114014626,0.5007128983736038
